sender,receiver,count,total,avg,velocity,unique_devices,last_tx
A2061,A454,1,82379,82379,1,1,11921
A2061,A2285,1,1.54008e+006,1.54008e+006,1,1,23052
A2127,A1204,1,47768,47768,1,1,32389
A2127,A1232,1,47677,47677,1,1,27495
A2169,A1934,1,62525,62525,1,1,34057
A2169,A613,1,62665,62665,1,1,33807
A2169,A432,1,63183,63183,1,1,25564
A2169,A790,1,63020,63020,1,1,8057
A2188,A1776,1,46107,46107,1,1,34530
A2188,A509,1,1.7386e+006,1.7386e+006,1,1,7113
A2188,A294,1,46012,46012,1,1,6890
A2188,A98,1,7.35726e+006,7.35726e+006,1,1,7110
A2188,A1940,1,1013,1013,1,1,36380
A2188,A1011,1,46126,46126,1,1,27137
A2188,A1200,1,6.68409e+006,6.68409e+006,1,1,7111
A2188,A1637,1,8.58265e+006,8.58265e+006,1,1,7112
A416,A1657,1,2266,2266,1,1,6913
A416,A953,1,2.99841e+006,2.99841e+006,1,1,17793
A416,A2459,1,1999,1999,1,1,19975
A416,A2371,1,2025,2025,1,1,28369
A416,A2311,1,1.40001e+006,1.40001e+006,1,1,22808
A2482,A1562,1,55068,55068,1,1,38198
A2482,A1545,1,54709,54709,1,1,32460
A2482,A1531,1,54912,54912,1,1,1173
A475,A1843,1,59428,59428,1,1,37391
A475,A1791,1,6.22301e+006,6.22301e+006,1,1,31897
A475,A1095,1,1000,1000,1,1,30321
A475,A1568,1,1324,1324,1,1,10215
A475,A1336,1,59568,59568,1,1,10028
A475,A1829,1,778,778,1,1,10218
A475,A916,1,59255,59255,1,1,24507
A475,A1342,1,7.87062e+006,7.87062e+006,1,1,34157
A475,A2473,1,59578,59578,1,1,6928
A475,A496,1,1764,1764,1,1,10217
A475,A2168,1,1396,1396,1,1,10219
A475,A811,1,1775,1775,1,1,10220
A475,A531,1,870,870,1,1,10216
A475,A1385,1,59839,59839,1,1,19928
A206,A647,1,4.55803e+006,4.55803e+006,1,1,21374
A206,A1612,1,6.04168e+006,6.04168e+006,1,1,10958
A206,A2455,1,90554,90554,1,1,6949
A2165,A1580,1,75606,75606,1,1,24648
A2165,A1168,1,75558,75558,1,1,22622
A2165,A1370,1,75197,75197,1,1,21180
A2165,A1285,1,75406,75406,1,1,9703
A2165,A24,1,301600,301600,1,1,35946
A2165,A1396,1,7.44315e+006,7.44315e+006,1,1,12820
A2165,A789,1,1516,1516,1,1,15831
A2165,A510,1,914,914,1,1,20711
A2022,A250,1,56823,56823,1,1,26200
A2022,A468,1,57199,57199,1,1,8886
A2022,A1877,1,1.1401e+006,1.1401e+006,1,1,6964
A242,A873,1,25502,25502,1,1,30530
A242,A192,1,25613,25613,1,1,24438
A242,A291,1,1381,1381,1,1,10910
A242,A180,1,567,567,1,1,10909
A242,A375,1,737,737,1,1,10902
A242,A2333,1,778,778,1,1,10908
A242,A749,1,25238,25238,1,1,4901
A242,A1896,1,7.94825e+006,7.94825e+006,1,1,8184
A242,A1900,1,723,723,1,1,10904
A242,A1523,1,502,502,1,1,10903
A242,A2304,1,1813,1813,1,1,10901
A242,A1291,1,880,880,1,1,10905
A242,A332,1,589,589,1,1,10906
A242,A932,1,1402,1402,1,1,10907
A2339,A1663,1,2759,2759,1,1,31410
A2339,A1138,1,1637,1637,1,1,16563
A2339,A1165,1,2678,2678,1,1,11956
A2339,A1456,1,2415,2415,1,1,9105
A325,A1805,1,57281,57281,1,1,28744
A325,A2339,1,4.37855e+006,4.37855e+006,1,1,6989
A325,A709,1,56945,56945,1,1,10628
A325,A2000,1,1203,1203,1,1,22263
A325,A1860,1,57014,57014,1,1,26551
A1825,A251,1,67347,67347,1,1,26163
A1825,A1820,1,4.64236e+006,4.64236e+006,1,1,10957
A1825,A358,1,67246,67246,1,1,3543
A1938,A2351,1,1819,1819,1,1,32429
A1938,A1299,1,57377,57377,1,1,25909
A1938,A882,1,57720,57720,1,1,6990
A2496,A2034,1,5000,5000,1,1,36930
A2496,A1089,1,77437,77437,1,1,7186
A2496,A2179,1,77574,77574,1,1,37574
A2496,A1887,1,77596,77596,1,1,7005
A1893,A2044,1,3.53401e+006,3.53401e+006,1,1,7015
A1893,A2420,1,68652,68652,1,1,7439
A1893,A1578,1,68510,68510,1,1,26300
A1893,A726,1,1000,1000,1,1,36921
A1893,A226,1,68774,68774,1,1,32836
A1860,A2012,1,90306,90306,1,1,21716
A1860,A292,1,90661,90661,1,1,417
A1643,A1627,1,54201,54201,1,1,20323
A1643,A1950,1,53912,53912,1,1,12973
A1643,A2254,1,53809,53809,1,1,7038
A1302,A1279,1,1000,1000,1,1,33260
A1302,A210,1,173782,173782,1,1,15956
A1302,A1294,1,9.75715e+006,9.75715e+006,1,1,11749
A1302,A2058,1,70838,70838,1,1,7040
A1369,A2138,1,86421,86421,1,1,13598
A1369,A1901,1,86847,86847,1,1,7049
A1816,A15,1,51896,51896,1,1,38259
A1816,A1594,1,51954,51954,1,1,35091
A1816,A1685,1,2.41012e+006,2.41012e+006,1,1,9737
A152,A1943,1,66443,66443,1,1,24978
A152,A518,1,66487,66487,1,1,501
A152,A2479,1,66291,66291,1,1,13760
A152,A1842,1,5.94093e+006,5.94093e+006,1,1,21263
A152,A1581,1,66259,66259,1,1,23076
A1877,A971,1,93309,93309,1,1,17998
A1877,A1947,1,1960,1960,1,1,7133
A1877,A1520,1,1654,1654,1,1,7130
A1877,A1193,1,1128,1128,1,1,7131
A1877,A1182,1,553,553,1,1,7129
A1877,A1403,1,1104,1104,1,1,7125
A1877,A2328,1,1063,1063,1,1,7127
A1877,A1355,1,1422,1422,1,1,7126
A1877,A2326,1,1798,1798,1,1,7132
A1877,A574,1,803,803,1,1,7128
A1634,A546,1,95175,95175,1,1,7925
A527,A1539,1,1000,1000,1,1,33244
A527,A601,1,80235,80235,1,1,7130
A527,A724,1,80321,80321,1,1,21873
A527,A1219,1,80172,80172,1,1,24841
A527,A1172,1,80192,80192,1,1,30894
A919,A2126,1,127645,127645,1,1,9967
A919,A185,1,36996,36996,1,1,29818
A919,A615,1,36841,36841,1,1,7150
A261,A1167,1,68998,68998,1,1,39637
A261,A2479,1,69095,69095,1,1,24928
A261,A543,1,69031,69031,1,1,7190
A1450,A2457,1,59327,59327,1,1,15129
A1450,A756,1,1753,1753,1,1,19947
A1450,A1292,1,59598,59598,1,1,7255
A1512,A2408,1,64695,64695,1,1,37160
A1512,A1846,1,462964,462964,1,1,36332
A1512,A559,1,9.1226e+006,9.1226e+006,1,1,36331
A1512,A1978,1,5.33751e+006,5.33751e+006,1,1,36330
A1512,A1863,1,64161,64161,1,1,1526
A1512,A1308,1,86676,86676,1,1,36329
A1512,A1330,1,64738,64738,1,1,5326
A1512,A1088,1,64585,64585,1,1,5403
A1123,A438,1,10138,10138,1,1,7275
A1111,A2220,1,28853,28853,1,1,37307
A1111,A955,1,29251,29251,1,1,7364
A1111,A1752,1,28624,28624,1,1,34166
A1111,A2057,1,3.72118e+006,3.72118e+006,1,1,13548
A1111,A1602,1,3.23649e+006,3.23649e+006,1,1,35214
A503,A1654,1,1000,1000,1,1,30846
A503,A2458,1,81128,81128,1,1,22420
A2430,A2477,1,16259,16259,1,1,34565
A2430,A1253,1,85500,85500,1,1,6003
A2430,A1994,1,1000,1000,1,1,728
A1598,A2034,1,35641,35641,1,1,28667
A1598,A1817,1,7.29061e+006,7.29061e+006,1,1,23143
A1598,A1284,1,9.31893e+006,9.31893e+006,1,1,20209
A1598,A1729,1,36002,36002,1,1,10780
A1474,A396,1,1827,1827,1,1,33492
A1474,A1958,1,33785,33785,1,1,7382
A2323,A1303,1,2.99606e+006,2.99606e+006,1,1,37320
A2323,A455,1,4.02474e+006,4.02474e+006,1,1,37319
A2323,A1395,1,19663,19663,1,1,11009
A2323,A2085,1,6.71134e+006,6.71134e+006,1,1,37318
A2323,A2432,1,19857,19857,1,1,34110
A2323,A182,1,19628,19628,1,1,35573
A2323,A1822,1,1.36044e+006,1.36044e+006,1,1,37317
A1721,A526,1,8.0033e+006,8.0033e+006,1,1,11536
A1721,A1171,1,13838,13838,1,1,23367
A1721,A1640,1,13973,13973,1,1,7383
A1120,A1003,1,1000,1000,1,1,39323
A1120,A1828,1,17987,17987,1,1,10629
A1120,A611,1,18282,18282,1,1,21817
A1120,A925,1,17850,17850,1,1,33928
A1120,A808,1,18388,18388,1,1,34238
A1253,A1597,1,43343,43343,1,1,34795
A1253,A1674,1,43600,43600,1,1,12122
A1253,A1932,1,8.71355e+006,8.71355e+006,1,1,31115
A1253,A1016,1,43169,43169,1,1,28323
A1253,A1371,1,43319,43319,1,1,28825
A1253,A315,1,43312,43312,1,1,30385
A2148,A421,1,32120,32120,1,1,7508
A2148,A610,1,32047,32047,1,1,1286
A727,A2090,1,1347,1347,1,1,39550
A727,A2492,1,2036,2036,1,1,25032
A727,A2313,1,1858,1858,1,1,7391
A2220,A547,1,99606,99606,1,1,33635
A2220,A1302,1,1000,1000,1,1,33259
A2220,A491,1,99683,99683,1,1,20591
A2220,A1252,1,759,759,1,1,16353
A2220,A1229,1,1881,1881,1,1,16358
A2220,A610,1,1102,1102,1,1,16354
A2220,A1551,1,1369,1369,1,1,16355
A2220,A976,1,1027,1027,1,1,16360
A2220,A2099,1,884,884,1,1,16356
A2220,A1680,1,891,891,1,1,16357
A2220,A2207,1,1738,1738,1,1,16359
A2220,A175,1,1.79343e+006,1.79343e+006,1,1,9149
A2220,A828,1,99463,99463,1,1,19529
A162,A1836,1,58230,58230,1,1,21537
A162,A2096,1,58577,58577,1,1,8223
A162,A2246,1,58142,58142,1,1,2014
A162,A1266,1,58068,58068,1,1,554
A162,A1574,1,58189,58189,1,1,3311
A162,A141,1,57932,57932,1,1,15512
A162,A1403,1,58107,58107,1,1,13055
A162,A1925,1,58555,58555,1,1,9471
A162,A1933,1,58179,58179,1,1,18380
A162,A77,1,58222,58222,1,1,13302
A162,A1501,1,58478,58478,1,1,18876
A123,A907,1,7.59233e+006,7.59233e+006,1,1,37950
A123,A1885,1,27480,27480,1,1,30282
A123,A1692,1,27500,27500,1,1,24870
A123,A2038,1,26883,26883,1,1,7410
A123,A524,1,27435,27435,1,1,19758
A123,A692,1,7.55661e+006,7.55661e+006,1,1,20839
A123,A857,1,27111,27111,1,1,23565
A1847,A1509,1,7.53262e+006,7.53262e+006,1,1,21193
A1847,A2067,1,6.64799e+006,6.64799e+006,1,1,11580
A106,A850,1,982,982,1,1,30552
A106,A885,1,4194,4194,1,1,7581
A106,A1359,1,4224,4224,1,1,7420
A141,A382,1,83231,83231,1,1,17503
A141,A356,1,5.417e+006,5.417e+006,1,1,8468
A141,A1578,1,83214,83214,1,1,7442
A692,A1978,1,52628,52628,1,1,39942
A692,A2057,1,9.20907e+006,9.20907e+006,1,1,22743
A692,A204,1,52918,52918,1,1,3910
A2449,A1297,1,54957,54957,1,1,11725
A2449,A1434,1,54505,54505,1,1,36991
A2449,A2300,1,1078,1078,1,1,36360
A2449,A1513,1,1000,1000,1,1,34006
A2449,A2000,1,54855,54855,1,1,36281
A975,A82,1,52524,52524,1,1,18493
A975,A2103,1,52560,52560,1,1,9781
A975,A664,1,52297,52297,1,1,7445
A2460,A781,1,4.59756e+006,4.59756e+006,1,1,26699
A2460,A2401,1,6.29034e+006,6.29034e+006,1,1,16604
A2460,A496,1,74388,74388,1,1,323
A880,A1998,1,81628,81628,1,1,32510
A880,A1898,1,81999,81999,1,1,32123
A880,A1575,1,2.68743e+006,2.68743e+006,1,1,22805
A880,A1857,1,81835,81835,1,1,7455
A880,A176,1,2.752e+006,2.752e+006,1,1,22806
A880,A729,1,4.45107e+006,4.45107e+006,1,1,22803
A880,A2331,1,81559,81559,1,1,10234
A880,A569,1,5.87721e+006,5.87721e+006,1,1,22804
A848,A308,1,490356,490356,1,1,30311
A848,A286,1,51862,51862,1,1,24865
A848,A1721,1,51760,51760,1,1,280
A2108,A1382,1,44484,44484,1,1,7460
A1715,A2403,1,5000,5000,1,1,40442
A1715,A597,1,33283,33283,1,1,21145
A2032,A2021,1,91537,91537,1,1,25849
A2032,A916,1,1516,1516,1,1,15829
A1403,A2446,1,34962,34962,1,1,31897
A1403,A1738,1,34949,34949,1,1,40147
A1403,A2127,1,35295,35295,1,1,7462
A814,A1769,1,69361,69361,1,1,37001
A814,A1450,1,69725,69725,1,1,7483
A814,A988,1,69473,69473,1,1,9533
A814,A1040,1,69004,69004,1,1,30660
A814,A1140,1,4.29621e+006,4.29621e+006,1,1,27873
A1103,A1170,1,60067,60067,1,1,37674
A1103,A1278,1,60148,60148,1,1,12508
A994,A1951,1,88707,88707,1,1,16214
A994,A657,1,6.56399e+006,6.56399e+006,1,1,7503
A2284,A1445,1,32927,32927,1,1,18680
A2284,A1785,1,1000,1000,1,1,30191
A2284,A221,1,8.30242e+006,8.30242e+006,1,1,10259
A1717,A867,1,66113,66113,1,1,23162
A1717,A1498,1,66732,66732,1,1,18763
A1717,A657,1,6.55998e+006,6.55998e+006,1,1,7504
A274,A91,1,1000,1000,1,1,37980
A274,A1831,1,1219,1219,1,1,19502
A274,A1041,1,64919,64919,1,1,16246
A1645,A1002,1,4099,4099,1,1,33305
A1645,A657,1,2.07161e+006,2.07161e+006,1,1,7507
A1645,A1814,1,4790,4790,1,1,13491
A1645,A2218,1,4664,4664,1,1,24280
A1645,A2015,1,87960,87960,1,1,26734
A1478,A1003,1,76556,76556,1,1,30917
A1478,A1032,1,2.29223e+006,2.29223e+006,1,1,39211
A1478,A1527,1,5000,5000,1,1,44089
A1478,A164,1,5.8269e+006,5.8269e+006,1,1,7566
A1625,A651,1,7254,7254,1,1,24620
A1625,A161,1,6.71459e+006,6.71459e+006,1,1,11985
A1625,A736,1,8.19788e+006,8.19788e+006,1,1,5035
A1533,A272,1,1622,1622,1,1,38886
A1533,A833,1,717,717,1,1,38883
A1533,A1918,1,1384,1384,1,1,38887
A1533,A593,1,65840,65840,1,1,36621
A1533,A2296,1,1100,1100,1,1,38885
A1533,A205,1,65658,65658,1,1,15307
A1533,A1543,1,822,822,1,1,38884
A1533,A48,1,65778,65778,1,1,12676
A1533,A281,1,1723,1723,1,1,38876
A1533,A717,1,991,991,1,1,38879
A1533,A44,1,1098,1098,1,1,38877
A1533,A2428,1,1410,1410,1,1,38878
A1533,A372,1,557,557,1,1,38880
A1533,A1233,1,795,795,1,1,38881
A1533,A189,1,1159,1159,1,1,38882
A117,A2220,1,1000,1000,1,1,33262
A117,A613,1,33502,33502,1,1,40091
A117,A1871,1,33709,33709,1,1,7586
A2205,A952,1,41900,41900,1,1,37521
A2205,A1692,1,42020,42020,1,1,31905
A2205,A933,1,42062,42062,1,1,7597
A2205,A1693,1,1707,1707,1,1,33854
A2205,A1989,1,41832,41832,1,1,20164
A2205,A2231,1,41792,41792,1,1,38725
A2205,A656,1,42360,42360,1,1,32333
A2205,A1314,1,41817,41817,1,1,26429
A2205,A745,1,1.53359e+006,1.53359e+006,1,1,27874
A763,A1699,1,26940,26940,1,1,38207
A763,A278,1,2.89942e+006,2.89942e+006,1,1,37189
A763,A974,1,7.17672e+006,7.17672e+006,1,1,28432
A763,A1568,1,26951,26951,1,1,7607
A2208,A1354,1,1462,1462,1,1,16457
A2208,A214,1,50068,50068,1,1,26288
A2208,A2482,1,50370,50370,1,1,18694
A2208,A1945,1,5000,5000,1,1,20660
A1883,A491,1,879420,879420,1,1,36670
A1883,A237,1,44091,44091,1,1,27690
A1883,A986,1,1359,1359,1,1,15029
A113,A1548,1,86938,86938,1,1,17463
A113,A392,1,87537,87537,1,1,14634
A113,A2215,1,4.35364e+006,4.35364e+006,1,1,10384
A113,A2449,1,8.23452e+006,8.23452e+006,1,1,7701
A2081,A1668,1,19750,19750,1,1,7704
A580,A340,1,4.67521e+006,4.67521e+006,1,1,15429
A580,A1639,1,81630,81630,1,1,9489
A1033,A2047,1,12287,12287,1,1,7734
A518,A1833,1,14169,14169,1,1,15225
A518,A2082,1,9.79937e+006,9.79937e+006,1,1,4590
A518,A2011,1,13734,13734,1,1,390
A518,A388,1,13977,13977,1,1,7463
A518,A295,1,278920,278920,1,1,18292
A518,A1424,1,14164,14164,1,1,7472
A361,A863,1,95396,95396,1,1,31950
A361,A783,1,95792,95792,1,1,5852
A361,A507,1,95663,95663,1,1,12739
A361,A2109,1,95901,95901,1,1,10919
A361,A2083,1,9.83003e+006,9.83003e+006,1,1,21937
A335,A1056,1,1000,1000,1,1,19550
A335,A2156,1,6.67131e+006,6.67131e+006,1,1,18295
A335,A1744,1,59660,59660,1,1,32876
A335,A1392,1,59978,59978,1,1,7738
A1951,A1171,1,59141,59141,1,1,35405
A1951,A1719,1,59002,59002,1,1,33950
A1951,A880,1,58888,58888,1,1,4261
A99,A1835,1,4.69894e+006,4.69894e+006,1,1,39311
A99,A2163,1,1449,1449,1,1,4360
A20,A1813,1,73594,73594,1,1,37075
A20,A1339,1,1427,1427,1,1,7744
A20,A990,1,74032,74032,1,1,15797
A20,A1229,1,1.48384e+006,1.48384e+006,1,1,15803
A20,A1254,1,74223,74223,1,1,24209
A2382,A2475,1,20469,20469,1,1,39225
A1144,A2128,1,89146,89146,1,1,35376
A1144,A2309,1,89170,89170,1,1,30512
A1144,A577,1,88935,88935,1,1,24679
A1144,A306,1,1180,1180,1,1,21792
A1284,A2170,1,997,997,1,1,19235
A1284,A2446,1,51537,51537,1,1,1458
A1284,A1506,1,5.02077e+006,5.02077e+006,1,1,1562
A1284,A2064,1,51728,51728,1,1,6045
A1284,A1286,1,9.98758e+006,9.98758e+006,1,1,22478
A1284,A1665,1,51496,51496,1,1,16174
A1339,A1209,1,11437,11437,1,1,38053
A1339,A1576,1,1427,1427,1,1,7745
A1977,A1052,1,20961,20961,1,1,36143
A1977,A1142,1,20813,20813,1,1,34388
A1977,A577,1,867,867,1,1,22803
A1977,A1644,1,20470,20470,1,1,6839
A1977,A2302,1,20791,20791,1,1,8187
A1977,A2049,1,20922,20922,1,1,3086
A1977,A271,1,20686,20686,1,1,8883
A1576,A533,1,73233,73233,1,1,38278
A1576,A897,1,72844,72844,1,1,9232
A1576,A20,1,1427,1427,1,1,7746
A707,A1568,1,83579,83579,1,1,25489
A707,A887,1,83756,83756,1,1,21650
A707,A773,1,83958,83958,1,1,7750
A171,A2392,1,1000,1000,1,1,34001
A171,A1468,1,8345,8345,1,1,7778
A171,A2374,1,390904,390904,1,1,16821
A171,A1185,1,912,912,1,1,17859
A171,A2488,1,5000,5000,1,1,31468
A1670,A483,1,88209,88209,1,1,9689
A1670,A2396,1,88153,88153,1,1,6380
A1200,A1284,1,82415,82415,1,1,31972
A1200,A1783,1,6.32623e+006,6.32623e+006,1,1,7790
A81,A225,1,73323,73323,1,1,38068
A81,A824,1,1554,1554,1,1,31930
A81,A791,1,73258,73258,1,1,28768
A81,A1613,1,73733,73733,1,1,5074
A2117,A958,1,1000,1000,1,1,34205
A2117,A280,1,23392,23392,1,1,32489
A2117,A2012,1,23301,23301,1,1,8486
A2117,A1630,1,23152,23152,1,1,29707
A2117,A1166,1,23179,23179,1,1,15174
A2117,A749,1,5000,5000,1,1,20890
A2117,A183,1,23201,23201,1,1,11123
A1269,A664,1,1000,1000,1,1,36923
A1269,A929,1,85778,85778,1,1,17167
A1269,A2220,1,86174,86174,1,1,13935
A1269,A840,1,86358,86358,1,1,7831
A2273,A2278,1,26782,26782,1,1,35043
A2273,A2040,1,26722,26722,1,1,7865
A2273,A1781,1,26939,26939,1,1,12120
A2273,A1031,1,27085,27085,1,1,16251
A2273,A1700,1,26582,26582,1,1,12804
A1988,A168,1,48395,48395,1,1,32385
A1988,A298,1,48134,48134,1,1,10818
A1988,A1008,1,1184,1184,1,1,30113
A1988,A2479,1,48310,48310,1,1,31577
A1988,A2465,1,48063,48063,1,1,32381
A2187,A2435,1,35414,35414,1,1,36524
A2187,A115,1,35575,35575,1,1,11975
A2187,A2465,1,35214,35214,1,1,14431
A2187,A437,1,35226,35226,1,1,21908
A2187,A1368,1,35270,35270,1,1,15224
A227,A1275,1,41379,41379,1,1,18199
A227,A2380,1,41507,41507,1,1,19444
A227,A344,1,41539,41539,1,1,3832
A227,A697,1,41447,41447,1,1,15964
A227,A2131,1,41783,41783,1,1,9610
A227,A1084,1,41604,41604,1,1,12660
A1399,A800,1,7.37013e+006,7.37013e+006,1,1,34254
A1399,A331,1,23173,23173,1,1,29269
A1399,A1945,1,6.52767e+006,6.52767e+006,1,1,26451
A1399,A1927,1,7.88789e+006,7.88789e+006,1,1,26450
A1399,A2079,1,9.33343e+006,9.33343e+006,1,1,26452
A1399,A1028,1,23186,23186,1,1,7879
A1399,A94,1,23359,23359,1,1,20586
A1399,A1876,1,23498,23498,1,1,22220
A1399,A884,1,165596,165596,1,1,26449
A25,A582,1,903,903,1,1,34958
A25,A1772,1,91440,91440,1,1,26798
A25,A1562,1,1081,1081,1,1,7900
A1585,A2143,1,98599,98599,1,1,15989
A1585,A1842,1,98410,98410,1,1,7908
A1663,A691,1,16334,16334,1,1,38209
A1663,A153,1,16455,16455,1,1,16249
A1663,A2283,1,1743,1743,1,1,11209
A1663,A1681,1,7.06567e+006,7.06567e+006,1,1,7921
A811,A1759,1,54475,54475,1,1,30110
A811,A618,1,54011,54011,1,1,7953
A623,A2168,1,1000,1000,1,1,28007
A623,A669,1,55057,55057,1,1,7980
A1646,A1173,1,3841,3841,1,1,28506
A1646,A569,1,4183,4183,1,1,4911
A1646,A182,1,3664,3664,1,1,35862
A1646,A1731,1,4037,4037,1,1,6921
A1646,A355,1,3971,3971,1,1,21139
A1646,A1828,1,6.40367e+006,6.40367e+006,1,1,16056
A2027,A66,1,81906,81906,1,1,8007
A996,A1639,1,92470,92470,1,1,13623
A996,A1666,1,4.61748e+006,4.61748e+006,1,1,10457
A724,A2059,1,8.34381e+006,8.34381e+006,1,1,31895
A724,A1347,1,67151,67151,1,1,7228
A724,A1341,1,1000,1000,1,1,12641
A724,A1149,1,66789,66789,1,1,30812
A724,A123,1,67162,67162,1,1,28141
A776,A504,1,92659,92659,1,1,23960
A776,A508,1,92885,92885,1,1,8071
A1994,A538,1,80425,80425,1,1,32113
A1994,A455,1,1000,1000,1,1,729
A1994,A260,1,1000,1000,1,1,28520
A1994,A1296,1,80342,80342,1,1,7956
A1994,A853,1,80154,80154,1,1,24178
A362,A893,1,7.55909e+006,7.55909e+006,1,1,36481
A362,A651,1,12645,12645,1,1,35150
A362,A534,1,12524,12524,1,1,19389
A362,A1186,1,12679,12679,1,1,14856
A362,A2179,1,12521,12521,1,1,16619
A362,A1254,1,12700,12700,1,1,20960
A362,A50,1,5.34193e+006,5.34193e+006,1,1,8094
A362,A439,1,12657,12657,1,1,18530
A2481,A1642,1,1976,1976,1,1,37383
A2481,A50,1,1.10536e+006,1.10536e+006,1,1,8095
A2481,A1711,1,52396,52396,1,1,13288
A2481,A455,1,51916,51916,1,1,33879
A2481,A1064,1,6.28937e+006,6.28937e+006,1,1,31821
A1467,A2405,1,1007,1007,1,1,34673
A1467,A1949,1,42620,42620,1,1,34450
A1467,A50,1,8.06069e+006,8.06069e+006,1,1,8097
A2470,A287,1,1000,1000,1,1,30193
A2470,A2322,1,1000,1000,1,1,34812
A2470,A2490,1,75775,75775,1,1,4685
A612,A742,1,48285,48285,1,1,37281
A612,A1637,1,48509,48509,1,1,8117
A54,A2449,1,1000,1000,1,1,34009
A54,A1262,1,2.66101e+006,2.66101e+006,1,1,8142
A54,A79,1,52671,52671,1,1,11019
A54,A168,1,52443,52443,1,1,23747
A54,A1549,1,52330,52330,1,1,23855
A1602,A2278,1,6.43778e+006,6.43778e+006,1,1,20885
A1602,A1697,1,2.27412e+006,2.27412e+006,1,1,12420
A1281,A999,1,1000,1000,1,1,30913
A1281,A171,1,912,912,1,1,17858
A1281,A1951,1,37336,37336,1,1,8163
A2197,A36,1,85048,85048,1,1,37272
A2197,A657,1,85138,85138,1,1,17913
A2197,A820,1,85277,85277,1,1,8193
A1108,A737,1,4274,4274,1,1,1725
A1108,A2024,1,3703,3703,1,1,38459
A1108,A1413,1,78320,78320,1,1,12472
A1108,A5,1,1000,1000,1,1,14234
A1108,A663,1,3841,3841,1,1,31220
A1108,A1999,1,3843,3843,1,1,17076
A799,A2479,1,66631,66631,1,1,33684
A799,A1684,1,66264,66264,1,1,24397
A799,A87,1,66672,66672,1,1,34943
A799,A2145,1,66630,66630,1,1,8194
A1263,A784,1,52613,52613,1,1,28413
A1263,A90,1,52466,52466,1,1,1197
A1263,A1574,1,52360,52360,1,1,22955
A1263,A2445,1,52271,52271,1,1,16547
A1263,A393,1,7.82742e+006,7.82742e+006,1,1,20466
A1213,A2191,1,4341,4341,1,1,39700
A1213,A661,1,3830,3830,1,1,30916
A1213,A1226,1,4374,4374,1,1,13563
A1213,A104,1,4074,4074,1,1,8199
A2467,A908,1,5000,5000,1,1,29939
A2467,A2287,1,60844,60844,1,1,9475
A2467,A1324,1,1581,1581,1,1,4000
A1530,A177,1,98165,98165,1,1,38921
A1530,A1039,1,98496,98496,1,1,906
A1530,A859,1,98864,98864,1,1,16911
A1530,A1638,1,98366,98366,1,1,27306
A1530,A46,1,606057,606057,1,1,24521
A2033,A168,1,2.61003e+006,2.61003e+006,1,1,34765
A2033,A2032,1,5.86561e+006,5.86561e+006,1,1,13726
A2033,A1,1,6.50231e+006,6.50231e+006,1,1,34762
A2033,A1775,1,4.83905e+006,4.83905e+006,1,1,34763
A2033,A804,1,1.28015e+006,1.28015e+006,1,1,34764
A1565,A2275,1,21199,21199,1,1,8202
A1292,A2382,1,55085,55085,1,1,38419
A1292,A1104,1,55280,55280,1,1,29014
A1292,A1537,1,9.2297e+006,9.2297e+006,1,1,8214
A105,A1378,1,9163,9163,1,1,39975
A105,A1145,1,9176,9176,1,1,30298
A105,A2214,1,9076,9076,1,1,36554
A105,A2064,1,1891,1891,1,1,29201
A105,A1779,1,5.43398e+006,5.43398e+006,1,1,8215
A105,A197,1,9055,9055,1,1,9725
A105,A1687,1,1000,1000,1,1,14776
A105,A390,1,9166,9166,1,1,21516
A1397,A870,1,27286,27286,1,1,39600
A1397,A1777,1,26939,26939,1,1,23152
A1397,A733,1,5000,5000,1,1,25397
A1397,A1778,1,7.17318e+006,7.17318e+006,1,1,6305
A1559,A2459,1,6879,6879,1,1,16004
A1559,A2224,1,7239,7239,1,1,15726
A1559,A320,1,6984,6984,1,1,9888
A1559,A1636,1,3.33269e+006,3.33269e+006,1,1,7371
A142,A647,1,3.15581e+006,3.15581e+006,1,1,21375
A142,A15,1,5.62144e+006,5.62144e+006,1,1,14034
A142,A1159,1,5.43616e+006,5.43616e+006,1,1,8217
A963,A993,1,99234,99234,1,1,31361
A963,A377,1,99305,99305,1,1,8228
A963,A2449,1,99377,99377,1,1,15875
A963,A2194,1,9.17564e+006,9.17564e+006,1,1,15988
A963,A1916,1,99715,99715,1,1,20335
A200,A1310,1,4.26341e+006,4.26341e+006,1,1,25971
A2150,A907,1,84701,84701,1,1,29172
A2150,A2221,1,1043,1043,1,1,13978
A2150,A202,1,880,880,1,1,13976
A2150,A1781,1,1115,1115,1,1,13968
A2150,A1959,1,1470,1470,1,1,13977
A2150,A576,1,1075,1075,1,1,10223
A2150,A2462,1,1000,1000,1,1,20539
A2150,A2269,1,981,981,1,1,13971
A2150,A1885,1,1310,1310,1,1,13974
A2150,A1706,1,84799,84799,1,1,8235
A2150,A1353,1,1295,1295,1,1,13970
A2150,A1321,1,1961,1961,1,1,13972
A2150,A29,1,1266,1266,1,1,13975
A2150,A2379,1,939,939,1,1,13969
A2150,A1081,1,1784,1784,1,1,13973
A1510,A2011,1,50410,50410,1,1,14867
A1510,A1711,1,1743,1743,1,1,11211
A839,A2086,1,83789,83789,1,1,38509
A839,A2066,1,84323,84323,1,1,37969
