node,degree,total_amount,latest_tx,avgNbrDeg,clustering,pagerank,risk,label
A531,3,131171,38310,4,0,1.08191,2,0
A1032,10,8.31587e+006,43469,3.9,0,1.65623,2,0
A1095,5,2.50939e+006,35695,3.8,0,0.940037,2,0
A870,4,9.56735e+006,39012,4.5,0,0.600707,2,0
A1629,6,388397,31507,6.33333,0,0.512652,2,0
A857,3,135722,35795,4.66667,0,1.61909,2,0
A2003,7,4.09061e+006,20464,5.57143,0,0.785728,2,0
A2283,5,9.25139e+006,22963,3.2,0,0.884996,2,0
A1167,10,48958,36290,4.2,0,1.36353,2,0
A1149,2,89926,20052,1.5,0,0.301355,2,0
A1934,3,4.87099e+006,33227,5.66667,0,0.938498,2,0
A1957,4,36132,39929,3.75,0,0.250563,2,0
A2037,5,55101,39252,4.4,0,1.87631,2,0
A1722,5,6.48451e+006,35200,4,0,1.70452,2,0
A1026,3,154878,24717,3.33333,0,0.308984,2,0
A1792,1,33255,9218,3,0,1.28814,2,0
A1838,3,6.3198e+006,36337,4,0,0.80307,2,0
A94,1,61409,1205,2,0,0.948269,2,0
A2018,3,96073,38017,2.66667,0,1.62532,2,0
A224,5,13227,37654,5.4,0,0.302753,2,0
A910,7,9.20955e+006,31614,3.42857,0,1.1103,2,0
A1081,5,298824,26625,4.6,0,1.42861,2,0
A601,5,5.67511e+006,13729,5.4,0,0.821374,2,0
A1021,0,0,0,0,0,1.09485,2,0
A2478,5,23984,23294,3.6,0,1.03953,2,0
A810,10,393722,38813,5.8,0,0.757628,4,0
A2010,5,112871,39879,4.2,0,0.305533,2,0
A1234,8,3.31482e+007,37520,2.875,0,0.403675,4,0
A367,3,2.59508e+006,9418,2.66667,0,1.18729,2,0
A2381,3,150456,39984,3.66667,0,0.983808,2,0
A1868,4,2.8014e+006,12871,5.5,0,0.209605,2,0
A1424,2,186047,35824,11,0,1.16355,3,0
A1462,2,161249,32583,1,0,1.07593,2,0
A744,1,1000,2652,6,0,1.11217,2,0
A2318,9,3.06675e+007,33088,4.88889,0,0.835057,2,0
A1850,9,1.94225e+007,36775,4.55556,0,0.382849,4,0
A2142,4,1.81557e+006,9856,5.25,0,0.803498,2,0
A1538,6,1.78786e+006,39985,3.5,0,0.951388,2,0
A1919,7,1.94112e+006,40784,3.85714,0,1.01432,2,0
A733,2,79022,34968,4.5,0,1.03629,2,0
A1361,4,40920,32432,3.5,0,2.15046,4,0
A801,4,98923,31829,8,0,0.781306,2,0
A944,7,2.56777e+007,30957,3,0,0.31434,4,0
A1685,3,7645,36585,4.33333,0,1.40393,2,0
A1836,3,1.55996e+006,14340,3.33333,0,1.0997,2,0
A246,10,110594,21843,3.3,0,1.4066,2,0
A2377,8,297594,36010,4,0,1.04426,2,0
A2094,6,9.07911e+006,35063,2.16667,0,1.13269,2,0
A1535,1,89226,18711,5,0,1.21264,2,0
A1804,6,8.82109e+006,37682,3.66667,0,2.20285,4,0
A2012,4,1.8786e+006,39084,3.5,0,2.08374,4,0
A1473,3,235087,39434,2.66667,0,0.741119,2,0
A1674,3,51908,34967,4,0,0.843707,2,0
A1017,5,116948,39503,2.8,0,1.30306,2,0
A626,3,8.41645e+006,19792,3.66667,0,0.450368,2,0
A194,5,8.04631e+006,36728,3.6,0,0.883216,2,0
A2256,7,8.83227e+006,37344,5.28571,0,0.679877,2,0
A1517,5,366919,30024,5,0,1,2,0
A1098,2,8.57314e+006,30174,3,0,1.08915,2,0
A816,3,1.6545e+006,33212,4,0,0.945977,2,0
A2125,5,307681,28006,4.4,0,0.982731,2,0
A809,1,49137,34713,4,0,1.99674,2,0
A824,4,65297,39450,5.75,0,1.26542,2,0
A1314,6,1.93045e+006,38162,5.33333,0,0.501498,2,0
A318,6,9.23681e+006,37113,5,0,1.7215,2,0
A1068,5,343766,34260,4.8,0,0.568077,2,0
A1406,3,607458,12295,4,0,1.17821,2,0
A1414,3,254569,19224,3.33333,0,0.709565,2,0
A2337,5,5.67275e+006,35231,4,0,1.98301,2,0
A2371,2,8.07649e+006,20163,3,0,1.21563,2,0
A1854,4,37076,37330,2.25,0,1.08953,2,0
A1057,6,5.7262e+006,39509,4.33333,0,1.63762,2,0
A1814,4,8.58225e+006,36310,3.25,0,0.816116,2,0
A772,6,6.05887e+006,25937,3.66667,0.0666667,1.91449,2,0
A169,1,75241,795,3,0,0.651852,2,0
A931,4,12676,37014,3,0,0.504724,2,0
A689,2,149314,11862,2.5,0,1.36242,2,0
A2415,3,8.53364e+006,43130,3,0.333333,0.380009,2,0
A1503,5,9.89646e+006,39155,6.6,0,0.693317,2,0
A74,1,15386,33745,4,0,1.02229,2,0
A1971,2,1.34356e+006,36379,5,0,1.44793,2,0
A1798,4,9.84214e+006,36075,4.75,0,0.910516,2,0
A552,3,3.33178e+006,25207,4.33333,0,0.679315,2,0
A652,2,4.62195e+006,13269,2.5,0,0.228558,2,0
A2249,3,1249,24086,3,0,0.339564,2,0
A817,3,221766,35752,3,0,0.267243,2,0
A1101,7,8.53981e+006,37282,3.14286,0,1.52263,2,0
A396,2,962287,33493,3.5,0,0.645844,2,0
A1160,9,4.37156e+007,34820,3.55556,0,0.637674,4,0
A2491,5,233685,34365,4.6,0,2.00121,4,0
A492,4,64327,35768,6.75,0,1.13711,2,0
A46,5,123133,34358,4.2,0,2.35237,6,1
A2388,3,9.85362e+006,34027,2.66667,0,0.715373,2,0
A35,12,2.33712e+007,38290,3,0,1.39412,4,0
A2271,3,15580,29582,3,0,0.409616,2,0
A2332,5,289951,29313,4,0,0.553418,2,0
A1440,3,1.04321e+006,38078,3,0,1.54925,2,0
A629,3,95295,27055,6.66667,0,0.720132,2,0
A433,1,1000,330,3,0,1.82726,2,0
A164,2,55874,2269,8,0,1.79085,2,0
A802,4,277311,34732,2.5,0,1.33975,2,0
A1366,8,1.39303e+007,35705,5.125,0,0.71907,4,0
A331,5,7.83057e+006,31481,3.6,0,0.453142,2,0
A1531,1,5.25273e+006,12236,3,0,0.705712,2,0
A2441,7,346124,37020,3.57143,0,1.19636,2,0
A155,2,6.42606e+006,30581,3,0,0.70802,2,0
A1062,5,4.69215e+006,39169,3.2,0,0.494936,2,0
A370,4,42521,35947,2.5,0,1.27787,2,0
A499,5,37697,26327,6.4,0,0.993314,2,0
A116,5,140350,35539,6,0,0.460303,2,0
A1569,2,58674,32016,4.5,0,1.07865,2,0
A1256,9,2.68505e+006,32475,4.88889,0,0.263462,2,0
A1853,8,5.61374e+006,36929,3,0,0.458,2,0
A1357,6,3.91486e+006,30584,5.33333,0,1.07848,2,0
A1937,2,1.01051e+006,17408,7.5,0,0.889588,2,0
A1064,7,1.88244e+006,39634,4.28571,0,1.61788,4,0
A360,9,1.37495e+006,40023,5.55556,0,0.829219,2,0
A156,2,15061,27855,5,0,0.299945,2,0
A1800,2,6.29671e+006,21482,3,0,0.627083,2,0
A826,7,3.02906e+007,36751,3.71429,0,0.856615,4,0
A1805,6,8.0399e+006,36591,4.5,0,1.01166,2,0
A2167,2,107014,32814,3.5,0,0.446404,2,0
A255,4,186128,35274,4.25,0,1.22051,2,0
A2006,0,0,0,0,0,0.350439,0,0
A2419,4,6.68488e+006,35351,3.25,0,1.0307,2,0
A2347,4,299436,32571,4.5,0,0.657579,2,0
A1896,3,1.21332e+007,14347,3.66667,0,1.01742,2,0
A2264,1,51212,24656,3,0,0.792416,2,0
A1518,5,3.2626e+006,35825,4,0,0.400433,2,0
A2092,7,1.93433e+007,35774,4.28571,0,1.17903,4,0
A2052,8,2.29998e+007,36410,3,0,1.02646,4,0
A1458,7,1.71332e+007,33982,2.28571,0,0.514992,4,0
A1644,3,124571,17293,4,0,0.588013,2,0
A2272,3,280962,39129,3,0,0.574729,2,0
A1914,12,46490,23023,3.5,0.0151515,0.795159,2,0
A2399,3,184120,17206,3.33333,0,0.191184,2,0
A1831,7,3.83375e+007,39820,5.85714,0,0.819082,4,0
A2104,6,317537,37238,3,0,1.19373,2,0
A429,4,1.83542e+007,35165,2.75,0,0.642788,2,0
A1952,3,140712,8654,4.33333,0,0.343389,2,0
A33,6,8.91708e+006,27968,5.83333,0,1.24308,2,0
A1329,5,499398,27665,5.8,0,0.655529,2,0
A1380,4,99399,30651,2.5,0,0.43971,2,0
A634,12,2.28819e+006,37853,5.25,0,1.72173,2,0
A304,2,6500,43380,5.5,0,0.764321,2,0
A1161,3,189142,30302,6.66667,0,0.580471,2,0
A2473,3,3.9267e+006,23895,4,0,1.23428,2,0
A1859,5,271792,32845,4.6,0,2.26644,4,0
A524,2,44094,12527,1.5,0,0.757266,2,0
A1978,5,285219,38052,2.6,0,0.745533,2,0
A571,3,2.78535e+006,27657,3.66667,0,1.62609,2,0
A779,3,3.83716e+006,31277,3.33333,0,0.42103,2,0
A1134,4,169056,38337,4.25,0,0.363283,2,0
A2459,10,93435,37962,3.8,0,1.58274,2,0
A873,4,292813,34966,5,0,0.852663,2,0
A2286,5,103634,36569,2.4,0,0.680663,2,0
A2325,1,8.75618e+006,10905,2,0,0.463157,2,0
A1703,7,7.82034e+006,35763,2.57143,0,1.72661,2,0
A1489,4,289324,20618,3.5,0,0.80625,2,0
A1290,5,5.87181e+006,39642,3.4,0,0.915576,2,0
A1398,11,12522,35591,3.81818,0,0.939859,2,0
A1521,2,58947,36029,3,0,0.935645,2,0
A1796,3,6.47848e+006,48206,2,0,0.409203,2,0
A606,4,8.71879e+006,36571,4.5,0,1.58711,2,0
A2031,8,8.32494e+006,29947,2.625,0,0.77161,2,0
A1003,5,245557,39324,5.4,0,1.18618,2,0
A1315,4,6.45929e+006,21427,3.75,0,0.426303,2,0
A1668,2,6048,16463,4.5,0,1.98975,2,0
A2143,4,273270,30670,4,0,0.860186,2,0
A961,13,249181,31710,3.30769,0,0.790435,2,0
A2135,3,4.05974e+006,32067,3,0,0.644603,2,0
A1504,1,4.34524e+006,14920,4,0,1,2,0
A788,3,8.64096e+006,30299,3,0,0.722795,2,0
A2069,6,338001,29357,2.83333,0,1.64987,2,0
A1386,2,15605,34457,4,0,1.00905,2,0
A2329,14,24192,21337,5.07143,0,0.737733,2,0
A2392,5,8.56149e+006,38874,2.4,0,1.54453,2,0
A1368,7,1.00208e+007,38027,5.42857,0,1.16178,2,0
A806,4,1.04794e+007,23051,3,0,0.766827,2,0
A523,0,0,0,0,0,0.394357,2,0
A860,5,155750,38743,2.6,0,0.335942,2,0
A1359,1,1359,15027,5,0,0.697722,2,0
A385,5,1.03449e+007,35928,2.8,0,0.531442,2,0
A924,3,3.79597e+006,39312,4.33333,0,0.671475,2,0
A1571,2,71603,35716,2.5,0,1.93375,2,0
A1416,5,1.08501e+007,38573,3.8,0,0.354955,2,0
A45,3,3.62368e+006,31812,3.66667,0,0.188529,2,0
A1711,5,176364,36796,2.8,0,1.16006,2,0
A14,7,254662,36942,2.71429,0,1.06568,2,0
A2,5,1.62026e+007,31930,3.6,0,0.26953,2,0
A1252,4,264065,40056,5.75,0,0.575858,2,0
A2378,5,8.40493e+006,39817,4.2,0,1.44871,2,0
A995,2,137624,9494,2.5,0,1,2,0
A2405,4,225726,34668,10.75,0,1.24163,3,0
A1707,3,9.31972e+006,38914,1.66667,0,0.61789,2,0
A1619,5,9.68566e+006,39923,4.8,0,2.28475,6,1
A454,9,568248,38285,4.44444,0,2.13026,4,0
A1656,3,110572,33850,4.33333,0,1.50535,2,0
A950,6,498203,38045,5.83333,0,0.451109,2,0
A993,3,56950,33311,3,0,1.98174,2,0
A1835,3,264352,28111,6.33333,0,1.97446,2,0
A1587,4,201041,38604,2.5,0,1,2,0
A2451,5,6.42485e+006,30113,4,0,1.22974,2,0
A66,2,2.76201e+006,39691,4.5,0,1.28293,2,0
A2099,5,2.16164e+007,2112,3.2,0,0.346866,4,0
A1523,2,171132,13792,2,0,0.772147,2,0
A2219,3,7.25261e+006,19327,4.66667,0,0.780234,2,0
A2396,8,1.47344e+007,34623,3.25,0,1.41974,4,0
A2288,2,116025,3442,2.5,0,1.50899,2,0
A284,7,6.06975e+006,38210,3.28571,0,0.676389,2,0
A807,3,81709,35741,3.66667,0,1.11223,2,0
A1088,3,153313,35260,4.66667,0,1.35237,2,0
A495,5,4.42526e+006,34811,4.2,0,1.31491,2,0
A583,2,103605,35125,3.5,0,0.629216,2,0
A506,5,4.75941e+006,27445,2,0,1.71521,2,0
A434,5,5.63863e+006,31831,2.8,0,0.723131,2,0
A276,9,7.66876e+006,38227,3.22222,0,2.48899,4,0
A1592,3,7.8648e+006,7923,4,0,0.396356,2,0
A186,2,6.8127e+006,27022,5,0,1,2,0
A1480,3,150297,23380,3,0,0.772967,2,0
A2134,2,4.92834e+006,20604,5.5,0,0.736798,2,0
A912,4,2.02135e+007,37457,3.25,0,1.6997,2,0
A1025,6,9905,38298,4.66667,0,0.838935,2,0
A1537,4,7.1768e+006,39405,4.5,0,0.494353,2,0
A777,4,5.81976e+006,27033,5.5,0,1.35038,2,0
A1909,3,1.08597e+007,18632,4,0,0.469072,2,0
A1261,1,9860,4846,3,0,0.320226,2,0
A1788,4,395825,37216,8.5,0,0.975775,2,0
A1511,3,5.88874e+006,16603,2.66667,0,1.35268,2,0
A1662,4,7.66949e+006,22235,7.25,0,2.29997,4,0
A1575,4,281343,27601,5.25,0,1.70787,2,0
A2225,6,9.15525e+006,18376,3.83333,0,0.550714,2,0
A1180,13,4.10784e+006,37978,3.76923,0,2.24034,4,0
A690,5,4.86661e+006,36538,4,0,0.963741,2,0
A1238,3,211005,30231,4,0,0.753621,2,0
A7,5,8.63901e+006,34680,5.2,0,0.631404,2,0
A582,4,1.5732e+006,39353,4.5,0,0.915745,2,0
A2228,2,188413,21510,2.5,0,0.57251,2,0
A1548,14,48860,28017,3.64286,0,2.21827,4,0
A1235,4,1.00519e+007,47490,3.75,0,0.537699,2,0
A1647,10,2.31059e+007,33989,5.4,0,0.485998,2,0
A2281,2,2.74962e+006,12119,4,0,0.340609,2,0
A1334,6,6.98525e+006,28161,3.66667,0,1.05734,2,0
A2075,1,931,11005,8,0,0.912384,2,0
A412,5,193629,39590,4,0,1.99836,2,0
A1564,4,174101,37346,3.25,0,0.858346,2,0
A2364,3,83846,39511,3,0,1.00524,2,0
A1216,5,1.01588e+007,35302,3,0,1.44832,2,0
A2280,1,46364,18165,6,0,1.11817,2,0
A1666,1,84930,17765,5,0,0.629953,2,0
A1833,3,56888,19835,2,0,2.45648,6,1
A1543,4,1.01593e+006,28749,4,0,0.502872,2,0
A417,1,62797,9801,4,0,0.59994,2,0
A1126,13,275892,35891,4.92308,0,0.754583,2,0
A2097,1,27665,8274,4,0,1.24891,2,0
A1360,3,50145,13198,3,0,1.52597,2,0
A2454,1,1345,5076,4,0,1,2,0
A889,1,2363,8127,3,0,1.04351,2,0
A1513,10,3.81671e+007,39699,4.6,0,0.663035,4,0
A90,6,2.31259e+006,38928,4.83333,0,0.795845,2,0
A237,4,264195,32719,3,0,0.525437,2,0
A2074,17,4.07278e+006,36382,4.23529,0,0.611389,4,0
A1367,3,29873,46917,3,0,0.270036,2,0
A425,5,9.72055e+006,36259,4,0,0.692389,2,0
A2489,13,906336,39735,4.23077,0.0128205,0.832305,2,0
A1912,5,9.69712e+006,33034,3.6,0,0.782297,2,0
A288,5,6.16724e+006,28791,2.4,0,0.547854,2,0
A741,6,2.17825e+007,39233,3.83333,0,1.44577,2,0
A1753,4,379016,34046,2.5,0,0.307241,2,0
A2360,7,284473,39466,3.85714,0,1.11104,2,0
A2145,4,75842,27269,6.75,0,0.447942,2,0
A1529,2,89433,31382,3,0,0.641109,2,0
A2428,3,129789,33438,4.33333,0,0.53683,2,0
A927,4,1.0814e+007,38385,3.5,0,0.63709,2,0
A37,1,7.45485e+006,11934,5,0,0.384167,2,0
A577,8,9.4237e+006,36253,5.875,0,1.03422,2,0
A1744,3,178122,38042,3.33333,0,0.747294,2,0
A483,2,1.53345e+006,38671,3.5,0,1.40574,2,0
A2488,5,88164,36677,3.2,0,0.647027,2,0
A165,3,7.97888e+006,31279,4,0,0.407965,2,0
A56,6,38120,36381,5.5,0,0.7057,2,0
A1524,3,8.56026e+006,25210,3,0,0.673969,2,0
A1246,4,112830,38399,5.5,0,0.799709,2,0
A1840,2,5.95931e+006,28295,3.5,0,0.804995,2,0
A1014,3,79666,34504,5.33333,0,0.609715,2,0
A610,3,1.68704e+006,33030,6,0,0.690091,2,0
A671,2,458414,26391,3,0,2.05083,4,0
A27,7,1.80554e+007,30754,3.28571,0,0.418057,2,0
A373,6,1.60028e+007,32433,5,0,0.809439,2,0
A1438,7,6.72133e+006,47474,3.85714,0,1.30626,2,0
A2342,5,40601,27007,5,0,2.6414,4,0
A1547,5,2.22616e+006,32990,3.6,0,1.35873,2,0
A962,3,101103,32533,5.66667,0,1.41988,2,0
A2472,4,8.76408e+006,16117,5.5,0,1.59662,2,0
A1169,9,2.85568e+007,38707,3.88889,0,0.766606,4,0
A1178,3,9.94221e+006,29127,4,0,0.771265,2,0
A822,1,1000,6212,6,0,1.77225,2,0
A758,5,8.27992e+006,39063,2.4,0,0.433477,2,0
A1728,4,88423,29724,3,0,1.02435,2,0
A1110,4,107900,39666,4.75,0,1.551,2,0
A1490,2,5.13191e+006,20858,7.5,0,0.226062,2,0
A761,2,8533,29321,3.5,0,1.23293,2,0
A457,4,1.47909e+006,32409,3.5,0,0.250694,2,0
A840,6,7.945e+006,34592,5.16667,0,0.689227,2,0
A534,3,143411,32920,5,0,0.51326,2,0
A493,7,2.18405e+007,30863,5.14286,0,0.593177,4,0
A2296,5,199169,39521,5.2,0,0.995039,2,0
A1420,3,148754,32543,5,0,0.415017,2,0
A1974,0,0,0,0,0,1.38137,2,0
A1574,5,4.3702e+006,29802,4.2,0,0.992276,2,0
A1055,5,9.33408e+006,37190,5,0,2.38274,4,0
A1097,9,8.95838e+006,35098,4.55556,0,0.683537,2,0
A1621,5,7.41196e+006,40062,3.4,0,0.744649,2,0
A536,6,9.90262e+006,37953,3.5,0,0.479028,2,0
A1560,5,1.35284e+007,37635,2,0,0.368893,2,0
A1968,4,234504,33624,4.75,0,0.934967,2,0
A516,8,6.50195e+006,37816,3.125,0,0.507911,2,0
A1856,2,2.30937e+006,28644,3,0,1.36389,2,0
A2227,5,414039,37691,3.4,0,0.709078,2,0
A386,3,1.03594e+007,29911,2.33333,0,0.723535,2,0
A2251,4,284009,36348,4.25,0,0.263553,2,0
A71,5,3.58871e+006,36186,2.8,0,0.941858,2,0
A36,7,2.26538e+007,36785,3.14286,0,1.20488,4,0
A647,4,344413,39712,2,0,1.85515,2,0
A591,3,167087,20977,6.33333,0,1.13799,2,0
A132,3,199471,36376,2.33333,0,0.267755,2,0
A750,9,95002,38758,3.66667,0,0.36481,2,0
A1291,5,4.90631e+006,28264,3,0,2.02448,4,0
A430,8,1.01993e+006,37780,5.5,0,0.316332,2,0
A2267,2,121047,26503,4,0,0.462024,2,0
A2056,3,2.93567e+006,25353,3.66667,0,0.713735,2,0
A1220,3,57439,32965,3,0,1.25728,2,0
A2116,2,172402,30692,3.5,0,0.555506,2,0
A513,6,6.18563e+006,33262,4.16667,0,0.465551,2,0
A392,4,7.52282e+006,39706,3.25,0,1.19081,2,0
A1639,2,1.04718e+007,36250,5.5,0,1.37517,2,0
A1532,6,762128,35641,4.5,0.0666667,0.765998,2,0
A1153,9,3.26418e+007,33490,3.66667,0.0277778,1.55899,4,0
A1660,6,5.33844e+006,24035,3.33333,0.2,0.68342,2,0
A600,4,1.46745e+006,22712,4,0,1,2,0
A1765,6,7.11793e+006,29021,3.16667,0,0.740464,2,0
A1355,5,431674,38938,4.4,0,1.92995,2,0
A2234,2,8.75257e+006,34026,2.5,0,0.581109,2,0
A234,3,9.39063e+006,19863,3.66667,0,0.482299,2,0
A529,2,96986,29435,3,0,0.408749,2,0
A1704,3,133116,33452,4.33333,0,1.15936,2,0
A613,2,31139,39650,9.5,0,1.69875,2,0
A1979,3,19767,32709,3.66667,0,1.70635,2,0
A2336,2,19880,11032,1.5,0,1.19698,2,0
A1992,3,187262,18187,5.33333,0,1.29245,2,0
A1165,8,8.2183e+006,33124,3.375,0,2.68929,4,0
A878,9,1.91642e+007,21419,2.88889,0,0.25686,2,0
A375,2,38567,18409,5,0,0.316266,2,0
A2367,4,169085,37570,4,0,0.422947,2,0
A41,3,235894,28476,3.33333,0,1,2,0
A150,3,3.69707e+006,17990,5.33333,0,0.952999,2,0
A1183,3,214940,39897,5.66667,0,0.827999,2,0
A1431,5,255050,17826,4,0,1.7907,2,0
A407,6,5.92562e+006,39545,4.33333,0,0.654381,2,0
A1322,4,3.88561e+006,23203,3,0,1.12585,2,0
A1007,7,9.02892e+006,31190,3.14286,0,0.972101,2,0
A409,8,9.23524e+006,27884,2.875,0,2.09197,4,0
A1863,4,152351,23601,6,0,0.700887,2,0
A805,4,3.03905e+006,36167,3.5,0,1.03577,2,0
A2126,9,341525,34015,3.22222,0,1.23745,2,0
A1958,5,8.08649e+006,37189,3.6,0,2.11625,4,0
A408,2,133356,26092,6,0,0.21595,2,0
A377,2,41375,33661,7.5,0,1.81421,2,0
A835,3,38054,36418,3,0,1.12591,2,0
A1549,2,173844,9486,3,0,0.360067,2,0
A903,8,9.59956e+006,39031,3.25,0,1.95846,4,0
A313,4,362099,39347,4.5,0,0.347673,2,0
A737,3,5403,11762,4,0,1.28045,4,0
A21,3,206594,18265,3.33333,0,1.47954,2,0
A1933,2,54707,19532,7.5,0,1.0275,2,0
A1428,5,5.26207e+006,37951,4.2,0,1.00342,2,0
A1107,2,69878,31023,4.5,0,3.77022,4,0
A762,5,4.4053e+006,36790,4,0,0.824149,2,0
A2236,4,1.58001e+006,30550,5,0,1.31551,2,0
A298,2,6.2577e+006,8563,3,0,0.545494,2,0
A1396,3,8.08292e+006,34513,5,0,2.99069,6,1
A1318,3,222628,26115,4,0,0.460034,2,0
A576,6,2.01997e+006,32848,3.33333,0,0.625069,2,0
A2490,5,2.5274e+006,39237,3.8,0,1.74823,2,0
A740,9,2.82899e+007,39218,3.44444,0,1.20355,2,0
A1967,2,58357,33641,1.5,0,0.910526,2,0
A569,3,5.57519e+006,34321,3.66667,0,1.55686,2,0
A952,2,44286,29953,7,0,1.55693,2,0
A712,8,6.8439e+006,28051,5.875,0,0.968926,2,0
A1635,7,1.2133e+007,36693,3.85714,0,1,2,0
A986,10,1.01927e+007,36643,5.8,0,0.999183,2,0
A410,7,1.02791e+007,36822,2.85714,0,3.43968,6,1
A1140,3,95039,26159,3.33333,0,0.375786,2,0
A340,4,295488,19215,4.25,0,1.64659,2,0
A486,3,1.39525e+007,35796,5.66667,0,0.672114,2,0
A199,1,7486,13870,5,0,0.51668,2,0
A1374,12,3.12238e+006,33482,4.25,0,0.431907,2,0
A1918,2,16087,11334,5.5,0,0.565451,2,0
A1578,4,4.33293e+006,36568,4.5,0,1.25702,2,0
A1855,2,51416,39560,3,0,0.876863,2,0
A617,3,198778,16501,4.66667,0,0.842583,2,0
A1658,4,4.60605e+006,20027,4,0,2.48474,4,0
A520,6,6.7468e+006,38167,3,0,0.463567,2,0
A2021,1,9.0752e+006,13085,4,0,1.89113,2,0
A858,0,0,0,0,0,1.57749,2,0
A1936,4,7.69911e+006,25401,3,0,0.490302,2,0
A1132,10,2.82223e+007,31126,4.4,0,1.03003,4,0
A1187,6,352222,36839,3.16667,0,0.957043,2,0
A1435,1,752560,6004,2,0,0.577884,2,0
A1681,5,8.46625e+006,39693,3.4,0,1.89532,2,0
A2043,2,2560,31627,4,0,0.517765,2,0
A1874,2,4.62803e+006,39694,3,0,1.23673,2,0
A460,0,0,0,0,0,1.17501,2,0
A1413,5,128909,35667,5.8,0,0.750943,2,0
A42,2,759600,32064,4.5,0,0.3625,2,0
A1948,1,84438,13464,4,0,0.671034,2,0
A347,3,90381,33947,3.33333,0,1.15709,2,0
A1174,2,150779,26842,5.5,0,1.4704,2,0
A498,3,179133,20006,3,0,0.347569,2,0
A751,5,2.40066e+007,34388,2.4,0,0.611475,2,0
A2029,9,267739,31484,6.22222,0,0.522918,2,0
A470,7,1.35444e+007,39200,4.57143,0,1.73164,2,0
A2192,3,783549,33428,3.66667,0,1.42728,2,0
A2015,5,6.29269e+006,33413,3.2,0,1.62538,2,0
A1601,4,285732,39191,3.75,0,0.857923,2,0
A24,3,68199,42743,4.33333,0,0.735414,2,0
A89,4,57665,25834,2.25,0,1.02568,2,0
A1741,4,16908,13618,6.25,0,0.759224,2,0
A1453,2,800618,10418,6.5,0,1.24697,2,0
A2133,3,62620,37843,4.33333,0,1.29482,2,0
A2062,4,139694,25548,4.25,0,0.737513,2,0
A301,0,0,0,0,0,0.433485,2,0
A226,6,6722,17457,3.16667,0,0.503211,4,0
A154,13,1.43842e+007,30422,3.69231,0,0.796562,2,0
A2464,5,3.3842e+006,34627,3.6,0,0.798679,2,0
A2276,1,29484,14998,0,0,0.656889,2,0
A916,10,3.20704e+007,31281,5.2,0,1.7336,4,0
A2049,4,211452,34475,2.25,0,1.88274,2,0
A463,0,0,0,0,0,0.515023,2,0
A474,1,15658,6230,8,0,0.508207,2,0
A461,15,8.64851e+006,38437,4.13333,0,2.02717,4,0
A243,5,2.46514e+006,38998,6.4,0,0.486365,2,0
A502,2,20660,32258,4.5,0,0.656774,2,0
A411,4,2.58575e+006,35876,3.5,0,0.954683,2,0
A2494,4,9.35404e+006,25969,3.5,0,1.48448,2,0
A918,1,174516,5848,5,0,0.408523,2,0
A2421,3,535806,31736,4,0,0.534366,2,0
A1975,3,192293,15387,1,0,0.265885,2,0
A1301,2,78737,16462,4,0,0.406483,2,0
A2328,6,9.59123e+006,35364,5,0,1.31287,2,0
A1124,4,95164,31559,3,0,1.68939,2,0
A1024,6,9.00378e+006,34137,5.16667,0,0.944686,2,0
A184,5,126093,39682,3,0,1.13895,2,0
A130,2,32033,14628,6,0,1.11419,2,0
A1725,3,69977,19382,4.66667,0,1.28909,2,0
A2351,13,576169,34301,3.46154,0,0.702163,2,0
A608,2,2.53071e+006,11365,4,0,0.884844,2,0
A543,4,279534,19631,3,0,0.869913,2,0
A1710,5,120087,40461,4.2,0,0.594343,2,0
A2042,3,4.13227e+006,32144,7.66667,0,1.03285,2,0
A731,2,2.17118e+006,36761,5.5,0,1,2,0
A621,5,576864,36217,3.4,0,1.24544,2,0
A2398,15,7.90693e+006,29126,3.73333,0,0.236001,2,0
A2239,14,66336,10411,3.35714,0,2.13197,4,0
A2079,7,5.59534e+006,38946,5.85714,0,2.26151,4,0
A485,4,36218,36011,5.75,0,0.912992,2,0
A940,3,65524,32678,7,0,0.782452,2,0
A379,2,6311,33085,4,0,1.26488,2,0
A1013,5,75445,38235,3.4,0,1.2094,2,0
A8,1,59830,37247,5,0,0.748601,2,0
A61,2,5.61905e+006,39818,3,0,1.02314,2,0
A1980,3,4.91298e+006,28815,6,0,0.946656,2,0
A1953,5,7.85841e+006,32363,3.8,0.1,2.49286,4,0
A851,8,2.89449e+006,30248,4.625,0,1.54077,2,0
A1066,3,9.19608e+006,34913,3.66667,0,0.452842,2,0
A2144,9,866950,40178,3.55556,0.0277778,0.396223,2,0
A2403,7,9659,10480,4.28571,0,0.983916,4,0
A210,2,167484,37808,2,0,0.462805,2,0
A193,3,1.18739e+007,17693,1.33333,0,0.361083,2,0
A2316,2,107793,35725,5.5,0,0.960603,2,0
A38,5,459169,36653,5.6,0,1.10495,2,0
A1307,3,8.59297e+006,21734,2.33333,0,1.10293,2,0
A1326,3,36545,39745,5,0,0.870753,2,0
A251,6,2.72289e+006,36583,2.66667,0,0.857726,2,0
A273,0,0,0,0,0,0.202106,2,0
A309,7,2.48174e+007,32063,2.71429,0,0.697957,2,0
A556,5,239735,37420,5.4,0,0.292159,2,0
A2426,2,74177,27402,5.5,0,1.39296,2,0
