tx_id,sender,receiver,amount,timestamp,device_id,location,tx_type,status,label
8154,A752,A1045,81148,32686,D_SHARED_3,Dubai,transfer,success,1
8155,A383,A1423,384536,32687,D_SHARED_3,Dubai,transfer,success,1
8156,A1070,A876,7806717,32688,D_SHARED_3,Dubai,transfer,success,1
8157,A250,A2150,6977619,32689,D_SHARED_3,Dubai,transfer,success,1
8158,A2245,A110,8912555,32690,D_SHARED_3,Dubai,transfer,success,1
8159,A2160,A1513,79229,32695,D295,Mumbai,withdrawal,success,0
8160,A1314,A1077,43725,32699,D143,Delhi,withdrawal,success,0
8161,A1979,A1065,17767,32709,D179,Singapore,withdrawal,success,0
8162,A237,A1243,66117,32719,D238,Ladakh,payment,success,0
8163,A2397,A2027,83394,32726,D154,Delhi,transfer,success,0
8164,A1766,A1972,1552,32734,D4,Delhi,transfer,success,0
8165,A24,A2226,5000,42743,D207,Singapore,transfer,success,1
8166,A2439,A1072,49255,32751,D56,Mumbai,withdrawal,success,0
8167,A1691,A1976,36367,32754,D212,Pakistan,payment,success,0
8168,A1799,A433,55129,32760,D4,Dubai,transfer,success,0
8169,A1508,A1580,30778,32763,D258,Singapore,payment,success,0
8170,A742,A171,9440875,32771,D126,London,transfer,success,1
8171,A1182,A1277,1360,32778,D_SHARED_1,Dubai,transfer,success,1
8172,A1277,A1669,1360,32779,D_SHARED_5,Dubai,transfer,success,1
8173,A1669,A1182,1360,32780,D_SHARED_4,Dubai,transfer,success,1
8174,A1184,A291,86787,32781,D30,Dubai,payment,success,0
8175,A59,A1588,71581,32787,D96,Ladakh,withdrawal,success,0
8176,A1091,A164,85935,32796,D7,Delhi,transfer,success,0
8177,A139,A1018,8129306,32804,D15,London,transfer,success,1
8178,A2167,A1084,53482,32814,D15,London,withdrawal,success,0
8179,A959,A1949,28946,32822,D55,Pakistan,payment,success,0
8180,A2009,A1268,57747,32828,D100,Delhi,transfer,success,0
8181,A1813,A1928,97415,32835,D197,Pakistan,transfer,success,0
8182,A1893,A226,68774,32836,D265,Singapore,withdrawal,success,0
8183,A293,A2229,9337,32843,D130,Ladakh,payment,success,0
8184,A1859,A168,108702,32845,D_SHARED_2,Dubai,transfer,success,1
8185,A2047,A256,347082,32846,D_SHARED_2,Dubai,transfer,success,1
8186,A411,A26,2511085,32847,D_SHARED_2,Dubai,transfer,success,1
8187,A576,A543,1958318,32848,D_SHARED_2,Dubai,transfer,success,1
8188,A694,A1622,9388679,32849,D_SHARED_2,Dubai,transfer,success,1
8189,A172,A1306,60099,32849,D11,Dubai,transfer,success,0
8190,A1552,A2320,26368,32858,D138,Mumbai,payment,success,0
8191,A2123,A1954,30932,32866,D290,Mumbai,payment,success,0
8192,A335,A1744,59660,32876,D49,Singapore,transfer,success,0
8193,A1487,A460,1412220,32885,D122,Ladakh,transfer,success,1
8194,A2417,A1350,90596,32890,D178,Bangalore,payment,success,0
8195,A639,A81,5482231,32893,D130,Dubai,transfer,success,1
8196,A1235,A81,9983655,32894,D200,Dubai,transfer,success,1
8197,A1295,A81,5483556,32895,D19,Dubai,transfer,success,1
8198,A644,A81,4620792,32896,D81,Dubai,transfer,success,1
8199,A343,A81,8694982,32897,D73,Dubai,transfer,success,1
8200,A1079,A2150,23907,32899,D260,Mumbai,payment,success,0
8201,A1347,A9,81302,32907,D160,Bangalore,payment,success,0
8202,A1004,A1536,49371,32910,D3,Singapore,transfer,success,0
8203,A1313,A1178,79239,32912,D30,Singapore,withdrawal,success,0
8204,A634,A69,29887,32916,D56,London,transfer,success,0
8205,A534,A59,47792,32920,D186,London,payment,success,0
8206,A1894,A1148,41113,32927,D266,Bangalore,withdrawal,success,0
8207,A2044,A800,50108,32935,D8,Bangalore,withdrawal,success,0
8208,A2370,A1584,55171,32942,D201,Ladakh,transfer,success,0
8209,A642,A2494,34102,32952,D224,Pakistan,withdrawal,success,0
8210,A2019,A504,1471,32962,D_SHARED_3,Dubai,transfer,success,1
8211,A504,A1700,1471,32963,D_SHARED_3,Dubai,transfer,success,1
8212,A1700,A1220,1471,32964,D_SHARED_5,Dubai,transfer,success,1
8213,A1220,A2439,1471,32965,D_SHARED_3,Dubai,transfer,success,1
8214,A2439,A2019,1471,32966,D_SHARED_3,Dubai,transfer,success,1
8215,A1892,A484,45150,32969,D205,Dubai,withdrawal,success,0
8216,A1044,A686,7811403,32977,D258,London,transfer,success,1
8217,A715,A2135,87333,32987,D14,Bangalore,transfer,success,0
8218,A1547,A1746,96464,32990,D14,Pakistan,payment,success,0
8219,A525,A2047,89855,32999,D113,Singapore,payment,success,0
8220,A1127,A241,25024,33004,D16,Delhi,withdrawal,success,0
8221,A958,A1576,22574,33006,D88,Delhi,payment,success,0
8222,A2266,A706,28859,33010,D70,Dubai,payment,success,0
8223,A1588,A1709,62489,33014,D71,Bangalore,withdrawal,success,0
8224,A1702,A1495,26807,33024,D68,London,withdrawal,success,0
8225,A610,A22,16833,33030,D68,Pakistan,transfer,success,0
8226,A1912,A1625,99196,33034,D277,Bangalore,withdrawal,success,0
8227,A1872,A1974,1622,33036,D51,Singapore,payment,success,0
8228,A630,A868,1000,33045,D_SHARED_1,Dubai,transfer,success,1
8229,A868,A284,1000,33046,D_SHARED_1,Dubai,transfer,success,1
8230,A284,A1449,1000,33047,D_SHARED_1,Dubai,transfer,success,1
8231,A1449,A630,1000,33048,D_SHARED_1,Dubai,transfer,success,1
8232,A658,A2248,70541,33049,D28,Delhi,transfer,success,0
8233,A1659,A1384,34792,33055,D21,Bangalore,transfer,success,0
8234,A1493,A93,82890,33065,D2,Ladakh,payment,success,0
8235,A562,A495,935,33075,D110,London,withdrawal,success,0
8236,A379,A255,4349,33085,D297,Singapore,transfer,success,0
8237,A923,A2000,2320829,33086,D8,Dubai,transfer,success,1
8238,A1537,A2000,5635535,33087,D204,Dubai,transfer,success,1
8239,A2318,A2000,4850402,33088,D75,Dubai,transfer,success,1
8240,A1829,A2000,6930177,33089,D97,Dubai,transfer,success,1
8241,A2268,A2000,143055,33090,D270,Dubai,transfer,success,1
8242,A810,A676,85421,33089,D228,Bangalore,withdrawal,success,0
8243,A412,A360,38753,33093,D100,Bangalore,transfer,success,0
8244,A1880,A1392,35253,33095,D72,Dubai,transfer,success,0
8245,A1769,A1196,888080,33100,D139,Singapore,transfer,success,1
8246,A1542,A1054,61015,33110,D19,Delhi,transfer,success,0
8247,A2074,A827,39797,33115,D187,Bangalore,payment,success,0
8248,A551,A2213,63982,33123,D94,Mumbai,payment,success,0
8249,A1165,A1944,98929,33124,D44,Dubai,payment,success,0
8250,A2415,A1984,5000,43130,D83,Singapore,transfer,success,1
8251,A2487,A1877,29242,33135,D234,Pakistan,transfer,success,0
8252,A1209,A109,15530,33140,D240,Mumbai,transfer,success,0
8253,A2423,A1637,1987412,33141,D57,Ladakh,transfer,success,1
8254,A1146,A1523,90509,33149,D190,Dubai,withdrawal,success,0
8255,A1803,A2239,50553,33150,D197,Bangalore,transfer,success,0
8256,A989,A35,76517,33154,D12,Delhi,withdrawal,success,0
8257,A1439,A801,49368,33157,D52,Ladakh,withdrawal,success,0
8258,A845,A1862,34175,33163,D249,Bangalore,withdrawal,success,0
8259,A1276,A1484,8906032,33167,D_SHARED_2,Dubai,transfer,success,1
8260,A2005,A131,2063916,33168,D_SHARED_2,Dubai,transfer,success,1
8261,A905,A390,1962574,33169,D_SHARED_2,Dubai,transfer,success,1
8262,A257,A1823,5889834,33170,D_SHARED_2,Dubai,transfer,success,1
8263,A500,A2010,3986635,33171,D_SHARED_2,Dubai,transfer,success,1
8264,A804,A1685,43165,33171,D24,London,transfer,success,0
8265,A2373,A1266,1000,33177,D_SHARED_1,Dubai,transfer,success,1
8266,A1266,A1276,1000,33178,D_SHARED_1,Dubai,transfer,success,1
8267,A1276,A903,1000,33179,D_SHARED_1,Dubai,transfer,success,1
8268,A903,A2373,1000,33180,D_SHARED_1,Dubai,transfer,success,1
8269,A2244,A1949,9793,33186,D235,Mumbai,payment,success,0
8270,A2104,A2395,53013,33196,D97,Mumbai,payment,success,0
8271,A714,A1355,57316,33205,D82,Ladakh,withdrawal,success,0
8272,A816,A828,3831,33212,D24,Dubai,transfer,success,0
8273,A2251,A1724,70946,33222,D274,Ladakh,withdrawal,success,0
8274,A1934,A1972,27072,33227,D167,Mumbai,withdrawal,success,0
8275,A194,A2417,48366,33235,D46,London,withdrawal,success,0
8276,A1539,A2429,1000,33241,D_SHARED_1,Dubai,transfer,success,1
8277,A2429,A426,1000,33242,D_SHARED_1,Dubai,transfer,success,1
8278,A426,A527,1000,33243,D_SHARED_1,Dubai,transfer,success,1
8279,A527,A1539,1000,33244,D_SHARED_1,Dubai,transfer,success,1
8280,A1622,A2122,1479,33250,D22,Ladakh,transfer,success,0
8281,A2343,A970,72640,33257,D22,Delhi,transfer,success,0
8282,A2220,A1302,1000,33259,D_SHARED_1,Dubai,transfer,success,1
8283,A1302,A1279,1000,33260,D_SHARED_1,Dubai,transfer,success,1
8284,A1279,A117,1000,33261,D_SHARED_1,Dubai,transfer,success,1
8285,A117,A2220,1000,33262,D_SHARED_1,Dubai,transfer,success,1
8286,A513,A408,52782,33262,D29,Dubai,withdrawal,success,0
8287,A1675,A1024,76010,33266,D58,Ladakh,transfer,success,0
8288,A2253,A1333,7613,33272,D125,Delhi,payment,success,0
8289,A817,A254,73826,33278,D267,Mumbai,withdrawal,success,0
8290,A2112,A1794,88512,33282,D54,Delhi,withdrawal,success,0
8291,A1262,A815,4527,33288,D3,Ladakh,payment,success,0
8292,A1921,A1192,16517,33296,D151,Pakistan,transfer,success,0
8293,A1645,A1002,4099,33305,D209,Pakistan,transfer,success,0
8294,A993,A1776,18941,33311,D242,Singapore,payment,success,0
8295,A1655,A229,16128,33320,D254,Mumbai,transfer,success,0
8296,A1379,A96,7027,33323,D56,Pakistan,payment,success,0
8297,A2358,A1463,94816,33324,D197,Ladakh,withdrawal,success,0
8298,A1748,A336,90719,33330,D80,Mumbai,payment,success,0
8299,A857,A557,45104,33336,D122,Mumbai,payment,success,0
8300,A440,A1064,9235,33344,D93,Singapore,transfer,success,0
8301,A1162,A2109,16218,33354,D213,Delhi,payment,success,0
8302,A1589,A206,80414,33364,D106,London,transfer,success,0
8303,A1588,A888,62626,33373,D71,Bangalore,withdrawal,success,0
8304,A2383,A595,66979,33377,D85,Pakistan,withdrawal,success,0
8305,A2189,A1958,79695,33379,D66,Mumbai,payment,success,0
8306,A304,A1725,5000,43380,D5,Singapore,transfer,success,1
8307,A2130,A1766,81288,33382,D197,Pakistan,withdrawal,success,0
8308,A1255,A2446,1133040,33385,D247,Bangalore,transfer,success,1
8309,A921,A689,5000,43391,D262,Singapore,transfer,success,1
8310,A1654,A1788,44374,33393,D42,Ladakh,transfer,success,0
8311,A1888,A1187,87564,33395,D55,Mumbai,transfer,success,0
8312,A1748,A747,90479,33403,D80,Mumbai,payment,success,0
8313,A2015,A1733,4189,33413,D62,Singapore,payment,success,0
8314,A1737,A1383,80009,33420,D227,Pakistan,payment,success,0
8315,A1867,A695,63312,33424,D281,Singapore,withdrawal,success,0
8316,A2192,A381,37309,33428,D252,Ladakh,payment,success,0
8317,A1368,A97,96825,33430,D39,Mumbai,withdrawal,success,0
8318,A2428,A1704,43375,33438,D215,Dubai,payment,success,0
8319,A1212,A1753,71436,33446,D188,Ladakh,withdrawal,success,0
8320,A2285,A892,2967878,33449,D55,Dubai,transfer,success,1
8321,A521,A892,5535252,33450,D167,Dubai,transfer,success,1
8322,A2090,A892,9115175,33451,D251,Dubai,transfer,success,1
8323,A1930,A892,4689254,33452,D21,Dubai,transfer,success,1
8324,A1440,A892,974589,33453,D112,Dubai,transfer,success,1
8325,A852,A1272,35024,33451,D42,Bangalore,payment,success,0
8326,A1704,A1324,64221,33452,D172,Bangalore,withdrawal,success,0
8327,A1092,A1201,15936,33456,D23,Mumbai,payment,success,0
8328,A356,A678,87950,33458,D163,Ladakh,payment,success,0
8329,A555,A1825,7073059,33460,D_SHARED_4,Dubai,transfer,success,1
8330,A1567,A1502,7076838,33461,D_SHARED_4,Dubai,transfer,success,1
8331,A644,A175,7063244,33462,D_SHARED_4,Dubai,transfer,success,1
8332,A2044,A202,3964735,33463,D_SHARED_4,Dubai,transfer,success,1
8333,A2486,A955,3590450,33464,D_SHARED_4,Dubai,transfer,success,1
8334,A1995,A1861,97712,33467,D59,Pakistan,payment,success,0
8335,A1032,A832,5000,43469,D300,Singapore,transfer,success,1
8336,A459,A2129,2704,33477,D97,Delhi,transfer,success,0
8337,A1374,A2094,3073295,33482,D245,London,transfer,success,1
8338,A1990,A812,68819,33484,D181,Bangalore,transfer,success,0
8339,A1628,A1617,1827,33488,D_SHARED_3,Dubai,transfer,success,1
8340,A1617,A1153,1827,33489,D_SHARED_4,Dubai,transfer,success,1
8341,A1153,A1785,1827,33490,D_SHARED_5,Dubai,transfer,success,1
8342,A1785,A1474,1827,33491,D_SHARED_5,Dubai,transfer,success,1
8343,A1474,A396,1827,33492,D_SHARED_4,Dubai,transfer,success,1
8344,A396,A1628,1827,33493,D_SHARED_5,Dubai,transfer,success,1
8345,A2098,A1248,29293,33496,D10,Mumbai,withdrawal,success,0
8346,A2380,A1955,73354,33502,D287,Singapore,transfer,success,0
8347,A355,A1877,81963,33507,D290,Dubai,payment,success,0
8348,A222,A1539,37861,33509,D287,London,transfer,success,0
8349,A395,A85,71157,33519,D105,Bangalore,payment,success,0
8350,A2221,A2484,66694,33528,D58,Mumbai,transfer,success,0
8351,A1579,A1356,936180,33529,D147,Dubai,transfer,success,1
8352,A1298,A573,8819,33533,D69,Delhi,transfer,success,0
8353,A1532,A390,66393,33541,D27,Delhi,transfer,success,0
8354,A2306,A1157,11480,33547,D128,Mumbai,transfer,success,0
8355,A290,A125,83350,33557,D99,London,withdrawal,success,0
8356,A2420,A1958,68409,33567,D248,Dubai,withdrawal,success,0
8357,A1632,A287,91774,33574,D130,Singapore,withdrawal,success,0
8358,A2011,A1544,7925,33584,D185,Delhi,payment,success,0
8359,A1655,A280,16359,33589,D254,Mumbai,withdrawal,success,0
8360,A494,A1411,10550,33593,D241,London,withdrawal,success,0
8361,A2361,A2401,396,33598,D187,Dubai,transfer,success,0
8362,A207,A131,50600,33600,D28,Mumbai,payment,success,0
8363,A121,A719,75658,33601,D44,Pakistan,transfer,success,0
8364,A1031,A751,1000,33609,D_SHARED_1,Dubai,transfer,success,1
8365,A751,A998,1000,33610,D_SHARED_1,Dubai,transfer,success,1
8366,A998,A2011,1000,33611,D_SHARED_1,Dubai,transfer,success,1
8367,A2011,A1031,1000,33612,D_SHARED_1,Dubai,transfer,success,1
8368,A838,A1225,53973,33613,D40,Mumbai,payment,success,0
8369,A2345,A1976,5000,43621,D202,Singapore,transfer,success,1
8370,A1968,A1922,58634,33624,D84,Singapore,withdrawal,success,0
8371,A2498,A728,74523,33627,D22,Mumbai,transfer,success,0
8372,A2220,A547,99606,33635,D99,Delhi,withdrawal,success,0
8373,A1967,A1381,29376,33641,D210,Delhi,withdrawal,success,0
8374,A329,A922,8539,33651,D195,Singapore,payment,success,0
8375,A1125,A2404,27173,33652,D101,Singapore,withdrawal,success,0
8376,A1607,A704,1000,33658,D_SHARED_1,Dubai,transfer,success,1
8377,A704,A1972,1000,33659,D_SHARED_1,Dubai,transfer,success,1
8378,A1972,A377,1000,33660,D_SHARED_1,Dubai,transfer,success,1
8379,A377,A1607,1000,33661,D_SHARED_1,Dubai,transfer,success,1
8380,A212,A1738,28073,33663,D274,Mumbai,withdrawal,success,0
8381,A1776,A2079,57450,33672,D84,Dubai,payment,success,0
8382,A1897,A504,82680,33674,D120,Delhi,transfer,success,0
8383,A799,A2479,66631,33684,D145,Dubai,transfer,success,0
8384,A6,A521,50858,33692,D225,Pakistan,withdrawal,success,0
8385,A1737,A659,80055,33700,D227,Pakistan,payment,success,0
8386,A1189,A803,51176,33709,D268,Delhi,withdrawal,success,0
8387,A2233,A2036,16991,33710,D123,Delhi,payment,success,0
8388,A1395,A2311,78637,33717,D142,Delhi,withdrawal,success,0
8389,A1699,A1114,5000,43727,D100,Singapore,transfer,success,1
8390,A579,A684,6343362,33730,D284,Pakistan,transfer,failed,1
8391,A579,A2053,7898954,33731,D14,Dubai,transfer,failed,1
8392,A579,A1927,6158162,33732,D191,Ladakh,transfer,failed,1
8393,A579,A2177,6174775,33733,D147,London,transfer,success,1
8394,A1584,A1329,50457,33738,D261,Mumbai,withdrawal,success,0
8395,A74,A2070,15386,33745,D114,Bangalore,transfer,success,0
8396,A1519,A79,34509,33751,D39,Bangalore,withdrawal,success,0
8397,A13,A2343,95747,33757,D258,Dubai,payment,success,0
8398,A1817,A952,33404,33763,D45,Bangalore,withdrawal,success,0
8399,A596,A1038,65095,33770,D225,Pakistan,transfer,success,0
8400,A2058,A244,43375,33779,D251,London,transfer,success,0
8401,A2164,A1756,37644,33784,D231,Mumbai,transfer,success,0
8402,A981,A2449,50919,33792,D58,Dubai,withdrawal,success,0
8403,A917,A832,88149,33796,D226,Dubai,withdrawal,success,0
8404,A2159,A1828,91504,33800,D113,Mumbai,withdrawal,success,0
8405,A2169,A613,62665,33807,D102,Ladakh,withdrawal,success,0
8406,A862,A2283,44245,33809,D261,Mumbai,payment,success,0
8407,A582,A1022,24151,33815,D175,Pakistan,transfer,success,0
8408,A2471,A966,63434,33823,D279,Ladakh,transfer,success,0
8409,A103,A1544,32879,33833,D115,Bangalore,withdrawal,success,0
8410,A855,A1186,2961440,33840,D180,London,transfer,success,1
8411,A1900,A631,16671,33841,D186,Pakistan,transfer,success,0
8412,A1656,A1804,1707,33850,D_SHARED_2,Dubai,transfer,success,1
8413,A1804,A1872,1707,33851,D_SHARED_5,Dubai,transfer,success,1
8414,A1872,A1820,1707,33852,D_SHARED_4,Dubai,transfer,success,1
8415,A1820,A2205,1707,33853,D_SHARED_1,Dubai,transfer,success,1
8416,A2205,A1693,1707,33854,D_SHARED_5,Dubai,transfer,success,1
8417,A1693,A1656,1707,33855,D_SHARED_1,Dubai,transfer,success,1
8418,A1794,A1085,7217728,33860,D257,Dubai,transfer,failed,1
8419,A1794,A890,553765,33861,D186,Dubai,transfer,failed,1
8420,A1794,A1991,4708289,33862,D22,Pakistan,transfer,failed,1
8421,A1794,A647,4299900,33863,D72,Pakistan,transfer,success,1
8422,A990,A621,4691927,33862,D285,London,transfer,success,1
8423,A1596,A1435,40552,33870,D69,Delhi,withdrawal,success,0
8424,A2481,A455,51916,33879,D88,Ladakh,transfer,success,0
8425,A88,A1640,3996736,33883,D187,Ladakh,transfer,success,1
8426,A1651,A836,56034,33886,D52,Singapore,payment,success,0
8427,A2144,A1323,31183,33889,D31,Ladakh,transfer,success,0
8428,A1454,A2150,67730,33898,D283,Ladakh,transfer,success,0
8429,A2412,A2093,88754,33908,D51,Delhi,withdrawal,success,0
8430,A1283,A68,56952,33913,D294,Pakistan,transfer,success,0
8431,A1272,A2062,59303,33918,D147,Delhi,withdrawal,success,0
8432,A1120,A925,17850,33928,D210,Singapore,payment,success,0
8433,A1203,A2316,49461,33932,D163,Bangalore,payment,success,0
8434,A1822,A1870,47874,33942,D139,Mumbai,transfer,success,0
8435,A1260,A1552,1000,33945,D_SHARED_1,Dubai,transfer,success,1
8436,A1552,A347,1000,33946,D_SHARED_1,Dubai,transfer,success,1
8437,A347,A1327,1000,33947,D_SHARED_1,Dubai,transfer,success,1
8438,A1327,A1260,1000,33948,D_SHARED_1,Dubai,transfer,success,1
8439,A140,A43,97911,33949,D229,Delhi,payment,success,0
8440,A1951,A1719,59002,33950,D40,London,withdrawal,success,0
8441,A997,A2202,87373,33957,D298,London,payment,success,0
8442,A2270,A1546,90847,33963,D21,Pakistan,transfer,success,0
8443,A289,A635,10745,33970,D111,Mumbai,payment,success,0
8444,A332,A1426,1000,33971,D_SHARED_1,Dubai,transfer,success,1
8445,A1426,A1499,1000,33972,D_SHARED_1,Dubai,transfer,success,1
8446,A1499,A2170,1000,33973,D_SHARED_1,Dubai,transfer,success,1
8447,A2170,A332,1000,33974,D_SHARED_1,Dubai,transfer,success,1
8448,A898,A2398,84626,33977,D265,Dubai,transfer,success,0
8449,A1458,A1787,52362,33982,D263,Delhi,transfer,success,0
8450,A2196,A1267,37269,33987,D43,Dubai,withdrawal,success,0
8451,A1647,A2311,46858,33989,D5,Mumbai,transfer,success,0
8452,A2392,A1340,1000,33998,D_SHARED_1,Dubai,transfer,success,1
8453,A1340,A2406,1000,33999,D_SHARED_1,Dubai,transfer,success,1
8454,A2406,A171,1000,34000,D_SHARED_1,Dubai,transfer,success,1
8455,A171,A2392,1000,34001,D_SHARED_1,Dubai,transfer,success,1
8456,A2449,A1513,1000,34006,D_SHARED_1,Dubai,transfer,success,1
8457,A1513,A267,1000,34007,D_SHARED_1,Dubai,transfer,success,1
8458,A267,A54,1000,34008,D_SHARED_1,Dubai,transfer,success,1
8459,A54,A2449,1000,34009,D_SHARED_1,Dubai,transfer,success,1
8460,A855,A1685,54586,34013,D235,Bangalore,withdrawal,success,0
8461,A2126,A1986,42030,34015,D172,Bangalore,transfer,success,0
8462,A102,A1540,76819,34023,D6,Singapore,withdrawal,success,0
8463,A2234,A1806,8714916,34026,D_SHARED_2,Dubai,transfer,success,1
8464,A2388,A2468,9737408,34027,D_SHARED_2,Dubai,transfer,success,1
8465,A2315,A1625,2264294,34028,D_SHARED_2,Dubai,transfer,success,1
8466,A2070,A2361,3935488,34029,D_SHARED_2,Dubai,transfer,success,1
8467,A31,A767,9269434,34030,D_SHARED_2,Dubai,transfer,success,1
8468,A307,A1313,1327160,34031,D184,Delhi,transfer,success,1
8469,A778,A438,65705,34032,D264,Ladakh,transfer,success,0
8470,A2238,A1450,48549,34037,D18,Delhi,payment,success,0
8471,A2260,A279,80556,34042,D45,Mumbai,withdrawal,success,0
8472,A1753,A1447,94622,34046,D118,Singapore,payment,success,0
8473,A765,A2047,45768,34048,D166,Ladakh,payment,success,0
8474,A2169,A1934,62525,34057,D102,Ladakh,payment,success,0
8475,A922,A113,72609,34064,D297,London,payment,success,0
8476,A2394,A1265,35822,34071,D201,Mumbai,transfer,success,0
8477,A1371,A216,6997035,34073,D203,London,transfer,success,1
8478,A1773,A227,87212,34079,D146,Delhi,payment,success,0
8479,A1478,A1527,5000,44089,D235,Singapore,transfer,success,1
8480,A2203,A2354,278,34096,D238,Singapore,payment,success,0
8481,A1019,A2391,82685,34106,D92,Pakistan,payment,success,0
8482,A2323,A2432,19857,34110,D24,London,withdrawal,success,0
8483,A625,A339,91464,34114,D291,Pakistan,transfer,success,0
8484,A1115,A2037,8835,34117,D135,Mumbai,payment,success,0
8485,A934,A690,58791,34120,D137,Pakistan,transfer,success,0
8486,A548,A961,64102,34127,D231,Dubai,transfer,success,0
8487,A997,A401,5000,44131,D135,Singapore,transfer,success,1
8488,A1024,A2011,96011,34137,D37,Pakistan,transfer,success,0
8489,A804,A741,42988,34142,D24,London,payment,success,0
8490,A1708,A1311,28661,34145,D190,Pakistan,payment,success,0
8491,A167,A129,832596,34154,D_SHARED_5,Dubai,transfer,success,1
8492,A1476,A2279,9659885,34155,D_SHARED_5,Dubai,transfer,success,1
8493,A1433,A882,9134886,34156,D_SHARED_5,Dubai,transfer,success,1
8494,A475,A1342,7870620,34157,D_SHARED_5,Dubai,transfer,success,1
8495,A1526,A218,1552490,34158,D_SHARED_5,Dubai,transfer,success,1
8496,A2227,A1365,82989,34160,D279,Mumbai,withdrawal,success,0
8497,A203,A1970,73013,34162,D109,Bangalore,withdrawal,success,0
8498,A2173,A2129,19233,34164,D134,Mumbai,payment,success,0
8499,A1111,A1752,28624,34166,D182,Delhi,payment,success,0
8500,A146,A16,34524,34168,D171,Delhi,payment,success,0
8501,A1621,A1602,83790,34175,D246,Pakistan,payment,success,0
8502,A1635,A901,29238,34181,D292,Mumbai,payment,success,0
8503,A2476,A1443,52442,34188,D123,London,payment,success,0
8504,A544,A955,19626,34193,D165,Dubai,payment,success,0
8505,A1758,A1104,81818,34196,D286,Delhi,withdrawal,success,0
8506,A657,A2248,1000,34203,D_SHARED_1,Dubai,transfer,success,1
8507,A2248,A2117,1000,34204,D_SHARED_1,Dubai,transfer,success,1
8508,A2117,A958,1000,34205,D_SHARED_1,Dubai,transfer,success,1
8509,A958,A657,1000,34206,D_SHARED_1,Dubai,transfer,success,1
8510,A1373,A2202,8326,34210,D192,Dubai,transfer,success,0
8511,A317,A807,5796760,34216,D221,London,transfer,success,1
8512,A1820,A20,39067,34218,D74,Singapore,transfer,success,0
8513,A2367,A785,54830,34223,D52,Pakistan,transfer,success,0
8514,A452,A1977,17442,34226,D277,Delhi,withdrawal,success,0
8515,A1419,A2140,58403,34229,D132,Ladakh,withdrawal,success,0
8516,A1120,A808,18388,34238,D210,Singapore,withdrawal,success,0
8517,A2162,A1833,80268,34246,D242,Ladakh,payment,success,0
8518,A2499,A800,7997345,34251,D78,Dubai,transfer,success,1
8519,A2354,A800,7044362,34252,D54,Dubai,transfer,success,1
8520,A1996,A800,5825365,34253,D209,Dubai,transfer,success,1
8521,A1399,A800,7370132,34254,D249,Dubai,transfer,success,1
8522,A2416,A800,9592261,34255,D29,Dubai,transfer,success,1
8523,A1185,A1076,2505480,34258,D169,London,transfer,success,1
8524,A1068,A1368,1058,34260,D_SHARED_3,Dubai,transfer,success,1
8525,A1368,A1283,1058,34261,D_SHARED_1,Dubai,transfer,success,1
8526,A1283,A320,1058,34262,D_SHARED_3,Dubai,transfer,success,1
8527,A320,A2397,1058,34263,D_SHARED_2,Dubai,transfer,success,1
8528,A2397,A1068,1058,34264,D_SHARED_5,Dubai,transfer,success,1
8529,A2242,A1029,98097,34267,D206,London,withdrawal,success,0
8530,A1032,A2486,1000,34275,D_SHARED_1,Dubai,transfer,success,1
8531,A2486,A481,1000,34276,D_SHARED_1,Dubai,transfer,success,1
8532,A481,A1247,1000,34277,D_SHARED_1,Dubai,transfer,success,1
8533,A1247,A1032,1000,34278,D_SHARED_1,Dubai,transfer,success,1
8534,A1006,A2017,61357,34280,D249,Pakistan,transfer,success,0
8535,A392,A1131,7304564,34281,D_SHARED_4,Dubai,transfer,success,1
8536,A448,A1555,5012959,34282,D_SHARED_4,Dubai,transfer,success,1
8537,A314,A1437,7953082,34283,D_SHARED_4,Dubai,transfer,success,1
8538,A934,A770,7972135,34284,D_SHARED_4,Dubai,transfer,success,1
8539,A1743,A2121,4532109,34285,D_SHARED_4,Dubai,transfer,success,1
8540,A364,A826,94062,34282,D25,Ladakh,transfer,success,0
8541,A2351,A1974,1815,34292,D53,Singapore,transfer,success,1
8542,A2351,A1226,1206,34293,D53,Singapore,transfer,success,1
8543,A2351,A1277,1693,34294,D184,Singapore,transfer,success,1
8544,A2351,A405,1072,34295,D299,Singapore,transfer,success,1
8545,A2351,A1472,1169,34296,D273,Singapore,transfer,success,1
8546,A2351,A776,1611,34297,D250,Singapore,transfer,success,1
8547,A2351,A872,1285,34298,D282,Singapore,transfer,success,1
8548,A2351,A149,1456,34299,D90,Singapore,transfer,success,1
8549,A2351,A2437,1307,34300,D219,Singapore,transfer,success,1
8550,A2351,A320,1559,34301,D26,Singapore,transfer,success,1
8551,A2132,A2125,9769,34301,D196,Singapore,payment,success,0
8552,A96,A2436,20346,34304,D121,Bangalore,payment,success,0
8553,A1395,A14,78504,34311,D142,Delhi,transfer,success,0
8554,A11,A1072,66865,34312,D274,Dubai,withdrawal,success,0
8555,A1964,A946,28406,34314,D28,Delhi,payment,success,0
8556,A569,A1872,79184,34321,D249,London,transfer,success,0
8557,A1328,A243,28477,34328,D147,Pakistan,transfer,success,0
8558,A1581,A184,74838,34331,D89,Singapore,transfer,success,0
8559,A577,A673,66302,34337,D265,London,withdrawal,success,0
